name,brand,opening_hours,lat,lon,city,state,customer_id,segment,geofence_radius_m,warehouse_code
Walmart Supercenter,Walmart,,29.3192884,-100.9556492,Ciudad Acuna,Coahuila,0568263711,bronze,150,CEDI-07
Walmart Express,Walmart,,21.1596119,-86.8197395,Cancun,Quintana Roo,0820405510,silver,150,CEDI-06
Walmart,Walmart,,25.8071194,-100.22328,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,0106788621,silver,150,CEDI-07
Walmart Express,Walmart,,21.1121062,-86.8413163,Alfredo V. Bonfil,Quintana Roo,0815799123,gold,150,CEDI-06
Walmart,Walmart,,25.6453693,-100.1681501,Valle de Juarez,Nuevo Leon,0800130533,silver,150,CEDI-07
Walmart Supercenter,Walmart,,31.6722874,-106.3863173,Socorro,Texas,0376107657,silver,150,CEDI-09
Walmart Express,Walmart,,21.0013614,-89.5931361,Merida,Yucatan,0862509999,gold,150,CEDI-06
Walmart,Walmart,,19.0562996,-98.1601438,Casa Blanca,Puebla,0876329291,bronze,150,CEDI-04
Walmart,Walmart,,19.068167,-98.1746352,Puebla,Puebla,0694317517,bronze,150,CEDI-04
Walmart Express,Walmart,,18.9834761,-98.1950896,18 de Marzo,Puebla,0834432683,silver,150,CEDI-04
Walmart,Walmart,,19.0194063,-98.198253,Puebla,Puebla,0346141026,silver,150,CEDI-04
Walmart,Walmart,,18.9865291,-98.2398805,El Capulo (La Quebradora),Puebla,0809658791,bronze,150,CEDI-04
Walmart,Walmart,,18.99726,-98.2790175,Santa Clara,Puebla,0927872296,bronze,150,CEDI-04
Walmart Express,Walmart,,19.0496416,-98.2481638,Santiago Momoxpan,Puebla,0022572562,bronze,150,CEDI-04
Walmart,Walmart,,25.8669084,-97.4762507,Heroica Matamoros,Tamaulipas,0450787664,silver,150,CEDI-07
Walmart Express,Walmart,,19.3182206,-99.2111505,Magdalena Contreras,Mexico City,0448245873,silver,150,CEDI-04
Walmart,Walmart,,32.6212346,-115.506706,Vinas del Sol,Baja California,0664388775,gold,150,CEDI-05
Walmart,Walmart,,18.1024748,-96.1336721,Tuxtepec,Oaxaca,0733721436,silver,150,CEDI-12
Walmart,Walmart,,25.780021,-100.2147237,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,0345233377,gold,150,CEDI-07
Walmart,Walmart,,20.9864077,-89.6161048,Merida,Yucatan,0851656847,bronze,150,CEDI-06
Walmart Supercenter,Walmart,,22.1096145,-100.8923382,La Pila,San Luis Potosi,0341928936,gold,150,CEDI-01
Walmart,Walmart,,31.3080925,-113.521563,Puerto Penasco,Sonora,0628425329,gold,150,CEDI-05
Walmart Supercenter,Walmart,,32.5756063,-116.617677,Tecate,Baja California,0522650734,bronze,150,CEDI-05
Walmart Supercenter,Walmart,,22.8893504,-109.9090489,Cabo San Lucas,Baja California Sur,0688894553,bronze,150,CEDI-10
Walmart,Walmart,,29.1265335,-111.0218707,Hermosillo,Sonora,0955063880,bronze,150,CEDI-02
Soriana Híper,Soriana,,20.6297708,-105.2300811,Puerto Vallarta,Jalisco,0433382895,bronze,150,CEDI-08
MEGA Soriana,Soriana,Mo-Su 07:00-23:00,20.6754029,-103.4290771,Guadalajara,Jalisco,0317685157,silver,150,CEDI-08
Soriana,Soriana,,19.3841452,-99.1889298,Colonia del Valle,Mexico City,0448903157,silver,150,CEDI-04
Soriana,Soriana,24/7,19.3792057,-99.1863072,Colonia del Valle,Mexico City,0778874653,gold,150,CEDI-04
Soriana,Soriana,,19.3759927,-99.1632964,Colonia del Valle,Mexico City,0341469128,silver,150,CEDI-04
Soriana,Soriana,,25.7059962,-100.3384935,Monterrey,Nuevo Leon,0089435903,bronze,150,CEDI-07
Soriana,Soriana,,25.6876915,-100.3247648,Monterrey,Nuevo Leon,0585011111,gold,150,CEDI-07
MEGA Soriana,Soriana,,21.1064703,-101.6607536,Leon,Guanajuato,0674816961,silver,150,CEDI-01
Soriana,Soriana,,19.3183365,-98.2213968,San Buenaventura Atempan,Tlaxcala,0792443229,silver,150,CEDI-04
Soriana Mercado,Soriana,,16.8591719,-99.8936712,Acapulco de Juarez,Guerrero,0135971824,silver,150,CEDI-04
Soriana Híper,Soriana,,17.6478802,-101.5434665,Ixtapa-Zihuatanejo,Guerrero,0983852638,bronze,150,CEDI-04
Soriana,Soriana,,24.0267981,-104.6632537,Victoria de Durango,Durango,0695619109,silver,150,CEDI-11
Soriana,Soriana,,24.0440865,-104.6306074,Victoria de Durango,Durango,0590200548,silver,150,CEDI-11
Soriana,Soriana,,16.7482223,-93.0807664,Tuxtla Gutierrez,Chiapas,0672218694,bronze,150,CEDI-03
Soriana,Soriana,,19.3860571,-99.1636083,Colonia del Valle,Mexico City,0966691783,bronze,150,CEDI-04
Soriana,Soriana,,19.3695502,-99.1577107,Colonia del Valle,Mexico City,0385922984,bronze,150,CEDI-04
MEGA Soriana,Soriana,,21.152557,-86.8451583,Cancun,Quintana Roo,0206466574,bronze,150,CEDI-06
Soriana,Soriana,,19.4097135,-98.1460992,Apizaco,Tlaxcala,0873598306,gold,150,CEDI-04
Soriana,Soriana,Mo-Fr 08:30-20:00,18.1437612,-94.4743709,Coatzacoalcos,Veracruz,0772280361,silver,150,CEDI-03
Soriana,Soriana,Mo-Su 08:30-22:00,18.1220624,-94.4437755,Coatzacoalcos,Veracruz,0701140004,silver,150,CEDI-03
MEGA Soriana,Soriana,,19.0659537,-98.2121305,Puebla,Puebla,0231787543,silver,150,CEDI-04
MEGA Soriana,Soriana,,20.6989881,-103.3372332,Zapopan,Jalisco,0417308919,bronze,150,CEDI-08
Soriana Híper,Soriana,,19.0393052,-98.2069474,Puebla,Puebla,0713984793,silver,150,CEDI-04
Soriana,Soriana,,18.6512642,-91.8051555,Ciudad del Carmen,Campeche,0308291700,silver,150,CEDI-03
Soriana Híper,Soriana,,25.5649455,-103.4415288,Torreon,Coahuila,0474909679,bronze,150,CEDI-11
Soriana,Soriana,Mo-Su 08:00-22:00,19.5706372,-99.0419955,Colonia el Salado,Mexico,0760362654,gold,150,CEDI-04
Soriana,Soriana,,25.6390756,-100.2825621,Guadalupe,Nuevo Leon,0114947560,gold,150,CEDI-07
Soriana,Soriana,,25.4572742,-101.0106287,Saltillo,Coahuila,0865271573,gold,150,CEDI-07
MEGA Soriana,Soriana,,20.6983508,-103.3866739,Zapopan2,Jalisco,0781119404,gold,150,CEDI-08
Soriana,Soriana,,23.2475456,-106.4370472,Mazatlan,Sinaloa,0283829360,bronze,150,CEDI-11
Soriana Híper,Soriana,,19.1039259,-104.3268237,Manzanillo,Colima,0560430173,silver,150,CEDI-08
MEGA Soriana,Soriana,,17.0808036,-96.7116019,Oaxaca de Juarez,Oaxaca,0155498767,silver,150,CEDI-12
MEGA Soriana,Soriana,,20.3009505,-103.1900251,Chapala,Jalisco,0915161768,silver,150,CEDI-08
Soriana Mercado,Soriana,,25.4030868,-101.0270577,Saltillo,Coahuila,0145556401,silver,150,CEDI-07
Soriana,Soriana,,20.7325339,-103.4523311,Nuevo Mexico,Jalisco,0008629996,silver,150,CEDI-08
MEGA Soriana,Soriana,,19.1608115,-96.1074154,Veracruz,Veracruz,0626847290,gold,150,CEDI-12
Soriana,Soriana,,25.683014,-100.3570995,Garza Garcia,Nuevo Leon,0112488270,silver,150,CEDI-07
Soriana,Soriana,,16.858422,-99.8904878,Acapulco de Juarez,Guerrero,0823924749,bronze,150,CEDI-04
MEGA Soriana,Soriana,,25.6719453,-100.4208926,San Pedro Garza Garcia,Nuevo Leon,0479003808,gold,150,CEDI-07
MEGA Soriana,Soriana,,25.6890472,-100.4550875,Santa Catarina,Nuevo Leon,0896189949,bronze,150,CEDI-07
Soriana,Soriana,,25.7204199,-100.3816898,San Pedro Garza Garcia,Nuevo Leon,0596773812,bronze,150,CEDI-07
Soriana,Soriana,,25.6611256,-100.2140791,Jardines de la Silla (Jardines),Nuevo Leon,0700725371,silver,150,CEDI-07
Soriana,Soriana,,25.7883834,-100.3206177,General Escobedo,Nuevo Leon,0033644890,silver,150,CEDI-07
MEGA Soriana,Soriana,,20.5797787,-103.4481842,La Tijera,Jalisco,0342019150,silver,150,CEDI-08
Soriana Mercado,Soriana,,20.7059752,-103.3478231,Zapopan,Jalisco,0975704617,bronze,150,CEDI-08
Soriana,Soriana,,32.6396416,-115.4513356,Mexicali,Baja California,0722294099,gold,150,CEDI-05
Soriana,Soriana,,27.0610546,-109.440554,Navojoa,Sonora,0159863028,silver,150,CEDI-02
Soriana,Soriana,,25.6883421,-100.255616,Guadalupe,Nuevo Leon,0832641951,bronze,150,CEDI-07
Soriana,Soriana,,24.8165681,-107.3644829,Culiacan,Sinaloa,0442979098,silver,150,CEDI-10
MEGA Soriana,Soriana,,22.7615117,-102.5473902,Guadalupe,Zacatecas,0155003550,gold,150,CEDI-01
Soriana Híper,Soriana,,22.2989134,-97.8761346,Tampico,Tamaulipas,0834165852,silver,150,CEDI-13
Soriana Mercado,Soriana,,28.1845791,-105.483959,Ciudad Delicias,Chihuahua,0187409359,silver,150,CEDI-09
MEGA Soriana,Soriana,,19.4643767,-99.0564684,Venustiano Carranza,Mexico City,0455406399,silver,150,CEDI-04
Soriana,Soriana,,19.3848539,-99.0746673,Iztacalco,Mexico City,0913343074,bronze,150,CEDI-04
Soriana,Soriana,,24.0309923,-104.6482578,Victoria de Durango,Durango,0265386309,silver,150,CEDI-11
MEGA Soriana,Soriana,Mo-Su 08:00-22:00,21.0198148,-101.2599534,Guanajuato,Guanajuato,0544418192,gold,150,CEDI-01
Soriana,Soriana,,20.6757945,-101.3401184,Irapuato,Guanajuato,0110605431,gold,150,CEDI-01
Soriana Híper,Soriana,,32.6218173,-115.4780813,Mexicali,Baja California,0898110668,bronze,150,CEDI-05
MEGA Soriana,Soriana,,17.9692972,-92.9710724,Villahermosa,Tabasco,0464921661,gold,150,CEDI-03
MEGA Soriana,Soriana,,17.9723372,-92.9236657,Villahermosa,Tabasco,0119661897,bronze,150,CEDI-03
Soriana,Soriana,,21.9672015,-99.0000574,Ciudad Valles,San Luis Potosi,0632955885,bronze,150,CEDI-13
MEGA Soriana,Soriana,,18.9329037,-99.2324104,Cuernavaca,Morelos,0615933161,silver,150,CEDI-04
MEGA Soriana,Soriana,,25.6639416,-100.3840816,Garza Garcia,Nuevo Leon,0398703293,silver,150,CEDI-07
Soriana,Soriana,,20.5320379,-100.8378572,Celaya,Guanajuato,0673087092,silver,150,CEDI-01
Soriana,Soriana,Mo-Su 07:00-22:00,20.6154121,-100.4046084,Santiago de Queretaro,Queretaro,0230407481,gold,150,CEDI-01
Soriana,Soriana,,32.483201,-114.7794048,San Luis,Arizona,0273822438,bronze,150,CEDI-05
MEGA Soriana,Soriana,,25.4244698,-100.1491644,Santiago,Nuevo Leon,0319146540,silver,150,CEDI-07
Soriana,Soriana,,19.5512938,-99.0183372,Colonia el Salado,Mexico,0066707740,silver,150,CEDI-04
Soriana,Soriana,,23.2397944,-106.4426538,Mazatlan,Sinaloa,0010124240,silver,150,CEDI-11
Soriana,Soriana,,25.7584904,-103.0017615,San Pedro de Las Colonias,Coahuila,0609280779,silver,150,CEDI-11
MEGA Soriana,Soriana,,21.1488501,-86.8361877,Cancun,Quintana Roo,0903772199,silver,150,CEDI-06
Soriana Súper,Soriana,,32.4496037,-114.7811299,San Luis Rio Colorado,Sonora,0915136742,gold,150,CEDI-05
MEGA Soriana,Soriana,,31.7353561,-106.4274594,Ciudad Juarez,Chihuahua,0902188283,gold,150,CEDI-09
Soriana Híper,Soriana,,25.5149516,-103.4159025,Torreon,Coahuila,0311759215,silver,150,CEDI-11
Soriana,Soriana,,32.4641376,-114.7527303,San Luis Rio Colorado,Sonora,0274486645,silver,150,CEDI-05
MEGA Soriana,Soriana,,19.410555,-98.9260343,Santa Martha,Mexico,0004090916,bronze,150,CEDI-04
Soriana,Soriana,,19.4294268,-98.9604163,Santa Maria Chimalhuacan,Mexico,0446321069,bronze,150,CEDI-04
Soriana,Soriana,"Mo-Su,PH 08:00-22:00",19.3950186,-98.9715633,Poligonos,Mexico,0674269182,bronze,150,CEDI-04
Soriana,Soriana,,29.082692,-110.9812965,Hermosillo,Sonora,0906842609,silver,150,CEDI-02
Soriana Express Tizimín,Soriana,,21.1405521,-88.1479927,Tizimin,Yucatan,0990088242,gold,150,CEDI-06
Soriana,Soriana,Mo-Su 08:00-23:00,18.1441883,-94.4294244,Coatzacoalcos,Veracruz,0444198597,silver,150,CEDI-03
Soriana,Soriana,,20.126214,-98.7580127,Pachuca de Soto,Hidalgo,0228270559,gold,150,CEDI-04
Soriana,Soriana,,20.0545855,-98.7827492,La Colonia,Hidalgo,0784613215,gold,150,CEDI-04
Soriana,Soriana,,18.1421663,-92.8637227,Macultepec,Tabasco,0848062459,silver,150,CEDI-03
MEGA Soriana,Soriana,,28.7381623,-106.1328444,Chihuahua,Chihuahua,0047849852,bronze,150,CEDI-09
Soriana,Soriana,,19.4708517,-99.171036,Azcapotzalco,Mexico City,0793636805,bronze,150,CEDI-04
MEGA Soriana,Soriana,,18.9998539,-98.2301974,Puebla,Puebla,0742680211,bronze,150,CEDI-04
MEGA Soriana,Soriana,,28.7051679,-106.1292695,Chihuahua,Chihuahua,0100221163,silver,150,CEDI-09
Soriana,Soriana,,25.6669435,-100.4593459,Santa Catarina,Nuevo Leon,0368009761,bronze,150,CEDI-07
Soriana,Soriana,,19.042836,-98.1641778,Puebla,Puebla,0800653265,silver,150,CEDI-04
Soriana,Soriana,,24.0086025,-104.6641332,Victoria de Durango,Durango,0827730924,silver,150,CEDI-11
Soriana,Soriana,,28.6407355,-106.1025787,Chihuahua,Chihuahua,0730253862,bronze,150,CEDI-09
Soriana,Soriana,,28.6288894,-106.1218706,Chihuahua,Chihuahua,0445560229,silver,150,CEDI-09
Soriana Express,Soriana,Mo-Su 08:00-21:00,20.5451143,-104.045935,Ameca,Jalisco,0815320904,silver,150,CEDI-08
Soriana,Soriana,,20.5649165,-100.3748313,Santiago de Queretaro,Queretaro,0120436169,bronze,150,CEDI-01
Soriana,Soriana,,25.7037299,-100.163214,Loma la Paz,Nuevo Leon,0320025370,bronze,150,CEDI-07
MEGA Soriana,Soriana,,28.6606619,-106.0944133,Chihuahua,Chihuahua,0085637549,silver,150,CEDI-09
MEGA Soriana,Soriana,,31.6491779,-106.3905288,Socorro,Texas,0509066276,bronze,150,CEDI-09
Soriana,Soriana,,25.5767188,-100.001495,Cadereyta,Nuevo Leon,0272517092,silver,150,CEDI-07
Soriana,Soriana,,21.2774436,-89.6618373,Progreso de Castro,Yucatan,0554815326,gold,150,CEDI-06
MEGA Soriana,Soriana,,19.2865297,-99.653556,Toluca,Mexico,0226282430,bronze,150,CEDI-04
Soriana,Soriana,Mo-Su 07:00-22:00,32.4359712,-117.0420317,Porticos de San Antonio,Baja California,0308177797,gold,150,CEDI-05
Soriana,Soriana,,21.4714314,-101.2157217,San Felipe,Guanajuato,0499305480,bronze,150,CEDI-01
Soriana,Soriana,,21.9166216,-102.2907426,Aguascalientes,Aguascalientes,0418002867,bronze,150,CEDI-01
MEGA Soriana,Soriana,,19.7972428,-99.1062048,Zumpango,Mexico,0876358045,gold,150,CEDI-04
Soriana,Soriana,,20.4481589,-97.3110274,Papantla de Olarte,Veracruz,0104174748,silver,150,CEDI-13
Soriana,Soriana,,31.8660857,-116.6590815,El Sauzal,Baja California,0451566720,bronze,150,CEDI-05
Soriana Híper,Soriana,,25.7428702,-100.1753308,Apodaca,Nuevo Leon,0839840617,gold,150,CEDI-07
MEGA Soriana,Soriana,,18.897337,-99.1673052,Jiutepec,Morelos,0049037598,gold,150,CEDI-04
Soriana,Soriana,,31.815409,-116.5960616,Ensenada,Baja California,0014520882,bronze,150,CEDI-05
Soriana Súper,Soriana,,21.1157409,-86.8808313,Alfredo V. Bonfil,Quintana Roo,0870368412,silver,150,CEDI-06
MEGA Soriana,Soriana,,19.646644,-99.2062429,Cuautitlan Izcalli,Mexico,0389113918,silver,150,CEDI-04
MEGA Soriana,Soriana,,19.2875718,-99.6883368,San Buenaventura,Mexico,0107886957,bronze,150,CEDI-04
Soriana Súper,Soriana,,22.1252937,-101.0197405,San Luis Potosi,San Luis Potosi,0065557012,bronze,150,CEDI-01
MEGA Soriana,Soriana,,19.4088716,-99.1843333,Polanco,Mexico City,0549798406,silver,150,CEDI-04
Soriana,Soriana,,18.9168013,-99.2377011,Cuernavaca,Morelos,0691889729,gold,150,CEDI-04
SORIANA Mercado Express,Soriana,Mo-Su 8:00-22:00,20.691207,-88.2078298,Valladolid,Yucatan,0895446307,silver,150,CEDI-06
Soriana,Soriana,,25.6829608,-100.2996318,Monterrey,Nuevo Leon,0505658433,gold,150,CEDI-07
Soriana,Soriana,,25.6804237,-100.2512037,Guadalupe,Nuevo Leon,0360883306,silver,150,CEDI-07
Soriana Híper,Soriana,,19.2725922,-103.7374702,Ciudad de Villa de Alvarez,Colima,0366681447,gold,150,CEDI-08
Soriana,Soriana,,20.559433,-103.3646993,Altus Bosques,Jalisco,0005991212,silver,150,CEDI-08
MEGA Soriana,Soriana,,20.6471168,-103.3190896,Tlaquepaque,Jalisco,0518128643,silver,150,CEDI-08
Soriana Híper,Soriana,,20.9978808,-89.6227319,Merida,Yucatan,0956456255,silver,150,CEDI-06
MEGA Soriana,Soriana,,28.6441919,-106.0131014,Chihuahua,Chihuahua,0920664340,silver,150,CEDI-09
Soriana,Soriana,,25.5939069,-103.5035673,Gomez Palacio,Durango,0426529620,silver,150,CEDI-11
Soriana,Soriana,,18.2531132,-93.2320975,Comalcalco,Tabasco,0401603416,silver,150,CEDI-03
Soriana,Soriana,,25.7075168,-100.285561,San Nicolas de los Garza,Nuevo Leon,0260181458,silver,150,CEDI-07
Soriana,Soriana,,16.4439225,-95.0265706,Juchitan de Zaragoza,Oaxaca,0086889463,silver,150,CEDI-03
Soriana,Soriana,,32.5144643,-116.8908731,Terrazas del Valle,Baja California,0222372254,gold,150,CEDI-05
Soriana,Soriana,,32.5141282,-116.8875924,Terrazas del Valle,Baja California,0880977641,silver,150,CEDI-05
MEGA Soriana,Soriana,,19.4017371,-99.1588135,Benito Juarez,Mexico City,0083255223,bronze,150,CEDI-04
Soriana,Soriana,,25.6606338,-100.2961813,Monterrey,Nuevo Leon,0531108454,silver,150,CEDI-07
Soriana,Soriana,,25.7146103,-100.3481448,Monterrey,Nuevo Leon,0918585269,bronze,150,CEDI-07
Soriana express,Soriana,,22.9925406,-105.8611992,El Pozole,Sinaloa,0460133753,bronze,150,CEDI-11
Soriana Súper,Soriana,,26.0855458,-98.2715856,Hidalgo,Texas,0116763266,silver,150,CEDI-07
Soriana Híper,Soriana,Mo-Su 07:00-23:00,18.8834477,-96.9215419,Cordoba,Veracruz,0144334105,bronze,150,CEDI-12
Soriana,Soriana,,19.5036866,-98.8803269,Texcoco de Mora,Mexico,0583602682,gold,150,CEDI-04
MEGA Soriana,Soriana,,25.6750107,-100.4302462,Santa Catarina,Nuevo Leon,0693951037,gold,150,CEDI-07
Soriana,Soriana,,25.6859283,-100.3194548,Monterrey,Nuevo Leon,0368226323,silver,150,CEDI-07
Soriana,Soriana,,19.334286,-99.0753203,Iztapalapa,Mexico City,0043085484,silver,150,CEDI-04
Soriana,Soriana,,19.3494733,-99.0742166,Iztapalapa,Mexico City,0046177824,bronze,150,CEDI-04
Soriana Súper,Soriana,,21.3466641,-97.6875386,Naranjos,Veracruz,0554805087,bronze,150,CEDI-13
Soriana,Soriana,,25.726235,-100.3650728,San Nicolas de los Garza,Nuevo Leon,0705971736,gold,150,CEDI-07
Soriana,Soriana,,25.7319748,-100.347623,San Nicolas de los Garza,Nuevo Leon,0732274825,gold,150,CEDI-07
Soriana Mercado,Soriana,,19.7258983,-101.1981947,Real Hacienda (Metropolis),Michoacan,0166968735,gold,150,CEDI-01
Soriana Híper,Soriana,,19.4269865,-102.0259305,Toreo Bajo (El Toreo Bajo),Michoacan,0644216463,bronze,150,CEDI-01
Soriana,Soriana,,25.7537374,-100.2661666,San Nicolas de los Garza,Nuevo Leon,0358018376,silver,150,CEDI-07
Soriana Express,Soriana,,20.4739066,-103.4419466,Tlajomulco de Zuniga,Jalisco,0100088882,gold,150,CEDI-08
Soriana,Soriana,,18.3514976,-99.5276524,Iguala de la Independencia,Guerrero,0308682969,bronze,150,CEDI-04
Soriana Híper,Soriana,,31.2903946,-110.9462138,Nogales,Sonora,0654302845,gold,150,CEDI-02
Soriana,Soriana,,27.4849051,-109.959222,Ciudad Obregon,Sonora,0533721685,silver,150,CEDI-02
Soriana Express,Soriana,,21.4260708,-102.577453,Teocaltiche,Jalisco,0630268941,bronze,150,CEDI-01
Soriana Express,Soriana,,20.5943297,-103.3344532,Las Pintas de Arriba,Jalisco,0633607491,silver,150,CEDI-08
Soriana,Soriana,,25.6413608,-100.1816465,Jardines de la Silla (Jardines),Nuevo Leon,0934714122,bronze,150,CEDI-07
Soriana,Soriana,,20.6594002,-103.3981929,Guadalajara,Jalisco,0922469052,bronze,150,CEDI-08
MEGA Soriana,Soriana,,19.4513223,-99.1637908,Cuauhtemoc,Mexico City,0634735822,silver,150,CEDI-04
MEGA Soriana,Soriana,,19.4511693,-99.1636477,Cuauhtemoc,Mexico City,0879303622,silver,150,CEDI-04
Soriana Híper,Soriana,,25.8698546,-97.4851357,Heroica Matamoros,Tamaulipas,0024240195,gold,150,CEDI-07
Soriana,Soriana,,25.8788911,-97.5220402,Heroica Matamoros,Tamaulipas,0083729623,bronze,150,CEDI-07
Soriana Express Tecomán,Soriana,,18.9246768,-103.8843582,Tecoman,Colima,0263201972,silver,150,CEDI-08
Soriana,Soriana,,23.630998,-103.6419672,Sombrerete,Zacatecas,0450647044,silver,150,CEDI-11
Soriana,Soriana,,32.5287083,-116.978469,Tijuana,Baja California,0781621418,bronze,150,CEDI-05
Soriana,Soriana,,25.8038282,-100.3425017,General Escobedo,Nuevo Leon,0023866304,bronze,150,CEDI-07
MEGA Soriana,Soriana,,19.4076741,-99.1325314,Mexico City,Mexico City,0552026444,silver,150,CEDI-04
Soriana Mercado,Soriana,,18.8994497,-98.4330315,Atlixco,Puebla,0747149961,silver,150,CEDI-04
MEGA Soriana,Soriana,,19.2036967,-100.1334226,Valle de Bravo,Mexico,0208732263,silver,150,CEDI-04
Soriana,Soriana,,20.6391495,-87.0708227,Playa del Carmen,Quintana Roo,0776173062,silver,150,CEDI-06
Soriana,Soriana,,25.6555358,-100.3844286,Garza Garcia,Nuevo Leon,0198984369,gold,150,CEDI-07
Soriana,Soriana,,19.6055151,-99.2283231,Ciudad Lopez Mateos,Mexico,0753683524,bronze,150,CEDI-04
MEGA Soriana,Soriana,,19.3603082,-99.1238814,Colonia Nativitas,Mexico City,0410574133,gold,150,CEDI-04
Soriana,Soriana,Mo-Su 08:00-23:00,27.4571032,-99.5134704,Nuevo Laredo,Tamaulipas,0739116958,silver,150,CEDI-07
MEGA Soriana,Soriana,Mo-Su 08:00-22:00,19.4045882,-99.0679357,Iztacalco,Mexico City,0678561304,bronze,150,CEDI-04
Soriana Híper,Soriana,,19.6883454,-101.1866674,Morelia,Michoacan,0476992085,silver,150,CEDI-01
MEGA Soriana,Soriana,,19.5124662,-98.8834487,Texcoco de Mora,Mexico,0480577687,silver,150,CEDI-04
Soriana Súper,Soriana,Mo-Su 08:00-22:00,18.8621399,-97.1075053,Orizaba,Veracruz,0302515096,bronze,150,CEDI-12
Soriana,Soriana,,19.179984,-96.1550468,Veracruz,Veracruz,0835326776,gold,150,CEDI-12
Soriana,Soriana,,20.5521386,-100.8262187,Celaya,Guanajuato,0240643671,gold,150,CEDI-01
Soriana,Soriana,,20.5206501,-100.8291449,Celaya,Guanajuato,0199622798,bronze,150,CEDI-01
MEGA Soriana,Soriana,,16.728975,-92.6582717,San Cristobal de las Casas,Chiapas,0859877736,silver,150,CEDI-03
MEGA Soriana,Soriana,,29.5497353,-104.4228677,Manuel Ojinaga,Chihuahua,0230792521,bronze,150,CEDI-09
Soriana,Soriana,,25.4438238,-100.9616827,Saltillo,Coahuila,0884118179,silver,150,CEDI-07
MEGA Soriana,Soriana,,19.3431759,-99.1071334,Iztapalapa,Mexico City,0676820766,gold,150,CEDI-04
MEGA Soriana,Soriana,,32.5306759,-117.0105449,Tijuana,Baja California,0702788021,silver,150,CEDI-05
Soriana,Soriana,,20.9475752,-97.3856953,La Victoria (La Penita),Veracruz,0919513098,silver,150,CEDI-13
Soriana,Soriana,"Mo-Su,PH 09:00-22:00",25.7341591,-100.1989359,Apodaca,Nuevo Leon,0402062419,silver,150,CEDI-07
Soriana,Soriana,,25.7800735,-100.2856991,General Escobedo,Nuevo Leon,0171636389,bronze,150,CEDI-07
MEGA Soriana,Soriana,,28.1897719,-105.4595687,Ciudad Delicias,Chihuahua,0209119582,gold,150,CEDI-09
Soriana,Soriana,,21.1549058,-86.8900264,Cancun,Quintana Roo,0177498389,silver,150,CEDI-06
Soriana,Soriana,,19.6191447,-99.0280956,Santo Tomas Chiconautla,Mexico,0229602644,silver,150,CEDI-04
Soriana,Soriana,,19.8270457,-90.5525252,Campeche,Campeche,0579953506,bronze,150,CEDI-06
MEGA Soriana,Soriana,,28.6212638,-106.0492372,Chihuahua,Chihuahua,0276230434,bronze,150,CEDI-09
Soriana Express,Soriana,,19.8605089,-90.4922816,Campeche,Campeche,0627612607,silver,150,CEDI-06
Soriana,Soriana,,20.667132,-103.3598767,Guadalajara,Jalisco,0029848994,silver,150,CEDI-08
Soriana Mercado,Soriana,,25.9161616,-100.1898731,Villas de Alcala,Nuevo Leon,0782501180,bronze,150,CEDI-07
Soriana Híper,Soriana,,19.3674819,-99.0048877,Los Reyes La Paz,Mexico,0046172188,gold,150,CEDI-04
Soriana Mercado,Soriana,Mo-Su 07:00-22:00,18.8462026,-97.1040881,Orizaba,Veracruz,0566635750,bronze,150,CEDI-12
Soriana,Soriana,,31.8589119,-116.6053241,Ensenada,Baja California,0655878831,gold,150,CEDI-05
Soriana,Soriana,,23.1848107,-102.8627005,Fresnillo,Zacatecas,0225032032,gold,150,CEDI-11
Soriana,Soriana,,23.8292634,-103.0413466,Rio Grande,Zacatecas,0871167833,gold,150,CEDI-11
Soriana,Soriana,,20.0599769,-97.0629369,Martinez de la Torre,Veracruz,0743508200,silver,150,CEDI-12
Soriana,Soriana,,29.1236396,-110.9521012,Hermosillo,Sonora,0867061692,bronze,150,CEDI-02
Soriana Mercado,Soriana,,19.0895285,-96.152518,Fraccionamiento Arboledas San Ramon,Veracruz,0976519756,bronze,150,CEDI-12
Soriana,Soriana,,25.7794192,-100.4083274,Mitras Poniente,Nuevo Leon,0575514275,silver,150,CEDI-07
MEGA Soriana,Soriana,,31.7230885,-106.4710497,Ciudad Juarez,Chihuahua,0923215884,bronze,150,CEDI-09
Soriana Mercado,Soriana,,22.1668331,-100.9766844,San Luis Potosi,San Luis Potosi,0251234898,gold,150,CEDI-01
Soriana,Soriana,,20.2760897,-98.9526549,Actopan,Hidalgo,0202410482,silver,150,CEDI-04
Soriana Express Caborca,Soriana,,30.7151127,-112.1486614,Heroica Caborca,Sonora,0869239284,bronze,150,CEDI-02
MEGA Soriana,Soriana,,25.6582787,-100.3668273,Garza Garcia,Nuevo Leon,0024907735,gold,150,CEDI-07
Soriana Express,Soriana,,19.8100933,-101.781706,Zacapu,Michoacan,0151251033,silver,150,CEDI-01
Soriana Híper,Soriana,,21.8964875,-102.3107161,Aguascalientes,Aguascalientes,0547731556,silver,150,CEDI-01
Soriana,Soriana,,28.6670256,-106.1277641,Chihuahua,Chihuahua,0786578235,bronze,150,CEDI-09
Soriana,Soriana,,32.4713937,-116.9501927,San Luis,Baja California,0801169303,silver,150,CEDI-05
