name,brand,opening_hours,lat,lon,city,state,customer_id,segment,warehouse
Walmart,Walmart,,18.9343885,-99.1965867,Colonia los Cerritos,Morelos,0984041517,silver,CEDI-09 · Puebla
Walmart,Walmart,,14.8742921,-92.2833104,Cebadilla 1ra. Seccion,Chiapas,0408948958,bronze,CEDI-07 · Villahermosa
Walmart,Walmart,,21.9662905,-98.9933711,Ciudad Valles,San Luis Potosi,0286670016,bronze,CEDI-02 · Tampico
Walmart Supercenter,Walmart,,21.3439694,-101.9458741,Lagos de Moreno,Jalisco,0857811842,silver,CEDI-10 · Santiago de Queretaro
Walmart,Walmart,,20.5686805,-97.437351,Villa de las Flores,Veracruz,0606341858,bronze,CEDI-05 · Veracruz
Walmart,Walmart,,20.9478096,-97.4334483,Alto Lucero,Veracruz,0757014416,gold,CEDI-02 · Tampico
Walmart Express,Walmart,Mo-Su 07:00-22:00,19.1817045,-99.5898311,San Andres Ocotlan,Morelos,0455983692,bronze,CEDI-09 · Puebla
Walmart,Walmart,,19.2134364,-96.1921704,Rio Medio [Granja],Veracruz,0200836228,bronze,CEDI-05 · Veracruz
Walmart Express,Walmart,,20.6857445,-103.3956332,Guadalajara,Jalisco,0720456728,bronze,CEDI-08 · Guadalajara
Walmart Supercenter,Walmart,,20.7444311,-103.3876492,Zapopan,Jalisco,0059935600,bronze,CEDI-08 · Guadalajara
Walmart,Walmart,,32.5957582,-115.3608351,Puebla,Baja California,0672508905,gold,CEDI-04 · San Luis
Walmart,Walmart,,20.0884977,-98.7191646,Colinas de Plata,Hidalgo,0729991517,silver,CEDI-09 · Puebla
Walmart Supercenter,Walmart,Mo-Su 08:00-23:00,32.63368,-115.3850494,Islas Agrarias Grupo A,Baja California,0221400053,bronze,CEDI-04 · San Luis
Walmart Express,Walmart,,20.7089804,-103.4110818,Zapopan2,Jalisco,0979797812,bronze,CEDI-08 · Guadalajara
Walmart,Walmart,,25.5765728,-103.4143499,Torreon,Coahuila,0201913737,silver,CEDI-06 · Victoria de Durango
Walmart fundidores Lopez mateos,Walmart,,25.733662,-100.2461405,San Nicolas de los Garza,Nuevo Leon,0010584443,silver,CEDI-12 · Guadalupe
Walmart,Walmart,"Mo-Su,PH 07:00-23:00",20.6703019,-87.064092,Playa del Carmen,Quintana Roo,0769359224,silver,CEDI-03 · Merida
Walmart Supercenter,Walmart,,19.6771221,-103.4762453,Ciudad Guzman,Jalisco,0772360770,silver,CEDI-08 · Guadalajara
Walmart Supercenter,Walmart,,29.3192884,-100.9556492,Ciudad Acuna,Coahuila,0685088889,silver,CEDI-12 · Guadalupe
Walmart Express,Walmart,,21.1596119,-86.8197395,Cancun,Quintana Roo,0869240541,gold,CEDI-03 · Merida
Walmart,Walmart,,25.8071194,-100.22328,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,0796604986,silver,CEDI-12 · Guadalupe
Walmart Express,Walmart,,21.1121062,-86.8413163,Alfredo V. Bonfil,Quintana Roo,0629939842,silver,CEDI-03 · Merida
Walmart,Walmart,,25.6453693,-100.1681501,Valle de Juarez,Nuevo Leon,0260860265,bronze,CEDI-12 · Guadalupe
Walmart Supercenter,Walmart,,31.6722874,-106.3863173,Socorro,Texas,0862542880,gold,CEDI-11 · Chihuahua
Walmart Express,Walmart,,21.0013614,-89.5931361,Merida,Yucatan,0934220948,silver,CEDI-03 · Merida
Walmart,Walmart,,19.0562996,-98.1601438,Casa Blanca,Puebla,0244052226,bronze,CEDI-09 · Puebla
Walmart,Walmart,,19.068167,-98.1746352,Puebla,Puebla,0743897415,silver,CEDI-09 · Puebla
Walmart Express,Walmart,,18.9834761,-98.1950896,18 de Marzo,Puebla,0816491688,silver,CEDI-09 · Puebla
Walmart,Walmart,,19.0194063,-98.198253,Puebla,Puebla,0504423452,silver,CEDI-09 · Puebla
Walmart,Walmart,,18.9865291,-98.2398805,El Capulo (La Quebradora),Puebla,0581424967,gold,CEDI-09 · Puebla
Walmart,Walmart,,18.99726,-98.2790175,Santa Clara,Puebla,0486758082,silver,CEDI-09 · Puebla
Walmart Express,Walmart,,19.0496416,-98.2481638,Santiago Momoxpan,Puebla,0182676789,bronze,CEDI-09 · Puebla
Walmart,Walmart,,25.8669084,-97.4762507,Heroica Matamoros,Tamaulipas,0573814028,silver,CEDI-12 · Guadalupe
Walmart Express,Walmart,,19.3182206,-99.2111505,Magdalena Contreras,Mexico City,0400502613,bronze,CEDI-09 · Puebla
Walmart Express,Walmart,,19.4068446,-99.2391052,Col. Bosques de las Lomas,Mexico City,0704089072,bronze,CEDI-09 · Puebla
Walmart,Walmart,,32.6212346,-115.506706,Vinas del Sol,Baja California,0411672723,silver,CEDI-04 · San Luis
Walmart,Walmart,,18.1024748,-96.1336721,Tuxtepec,Oaxaca,0703295412,silver,CEDI-05 · Veracruz
Walmart,Walmart,,25.780021,-100.2147237,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,0880816915,gold,CEDI-12 · Guadalupe
Walmart,Walmart,,20.9864077,-89.6161048,Merida,Yucatan,0088453079,silver,CEDI-03 · Merida
Walmart Supercenter,Walmart,,22.1096145,-100.8923382,La Pila,San Luis Potosi,0415663612,gold,CEDI-10 · Santiago de Queretaro
Walmart,Walmart,,31.3080925,-113.521563,Puerto Penasco,Sonora,0513429452,silver,CEDI-04 · San Luis
Walmart Express,Walmart,,19.407113,-99.2386439,Col. Bosques de las Lomas,Mexico City,0682085920,bronze,CEDI-09 · Puebla
Walmart Supercenter,Walmart,,32.5756063,-116.617677,Tecate,Baja California,0335400179,gold,CEDI-04 · San Luis
Walmart Supercenter,Walmart,,22.8893504,-109.9090489,Cabo San Lucas,Baja California Sur,0213979587,bronze,CEDI-01 · La Paz
Walmart,Walmart,,29.1265335,-111.0218091,Hermosillo,Sonora,0954796658,silver,CEDI-13 · Hermosillo
Soriana Híper,Soriana,,20.6297708,-105.2300811,Puerto Vallarta,Jalisco,0392835567,bronze,CEDI-08 · Guadalajara
MEGA Soriana,Soriana,Mo-Su 07:00-23:00,20.6754029,-103.4290771,Guadalajara,Jalisco,0661222573,silver,CEDI-08 · Guadalajara
Soriana,Soriana,,19.3841452,-99.1889298,Colonia del Valle,Mexico City,0021959357,silver,CEDI-09 · Puebla
Soriana,Soriana,24/7,19.3792057,-99.1863072,Colonia del Valle,Mexico City,0384688383,silver,CEDI-09 · Puebla
Soriana,Soriana,,19.3759927,-99.1632964,Colonia del Valle,Mexico City,0290727669,silver,CEDI-09 · Puebla
Soriana,Soriana,,25.7059962,-100.3384935,Monterrey,Nuevo Leon,0576842647,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,25.6876915,-100.3247648,Monterrey,Nuevo Leon,0967140381,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,19.3183365,-98.2213968,San Buenaventura Atempan,Tlaxcala,0550556066,bronze,CEDI-09 · Puebla
Soriana Mercado,Soriana,,16.8591719,-99.8936712,Acapulco de Juarez,Guerrero,0240304235,gold,CEDI-09 · Puebla
Soriana Híper,Soriana,,17.6478802,-101.5434665,Ixtapa-Zihuatanejo,Guerrero,0105630142,bronze,CEDI-09 · Puebla
Soriana,Soriana,,24.0267981,-104.6632537,Victoria de Durango,Durango,0868471527,silver,CEDI-06 · Victoria de Durango
Soriana,Soriana,,24.0440865,-104.6306074,Victoria de Durango,Durango,0125541821,bronze,CEDI-06 · Victoria de Durango
Soriana,Soriana,,16.7482223,-93.0807664,Tuxtla Gutierrez,Chiapas,0212377075,bronze,CEDI-07 · Villahermosa
Soriana,Soriana,,19.3860571,-99.1636083,Colonia del Valle,Mexico City,0140122456,bronze,CEDI-09 · Puebla
Soriana,Soriana,,19.3695502,-99.1577107,Colonia del Valle,Mexico City,0293056484,bronze,CEDI-09 · Puebla
MEGA Soriana,Soriana,,21.152557,-86.8451583,Cancun,Quintana Roo,0179993795,bronze,CEDI-03 · Merida
Soriana,Soriana,,19.4097135,-98.1460992,Apizaco,Tlaxcala,0559206933,bronze,CEDI-09 · Puebla
Soriana,Soriana,Mo-Fr 08:30-20:00,18.1437612,-94.4743709,Coatzacoalcos,Veracruz,0872461524,silver,CEDI-07 · Villahermosa
Soriana,Soriana,Mo-Su 08:30-22:00,18.1220624,-94.4437755,Coatzacoalcos,Veracruz,0152782110,silver,CEDI-07 · Villahermosa
MEGA Soriana,Soriana,,19.0659537,-98.2121305,Puebla,Puebla,0542500967,silver,CEDI-09 · Puebla
MEGA Soriana,Soriana,,20.6989881,-103.3372332,Zapopan,Jalisco,0066492416,silver,CEDI-08 · Guadalajara
Soriana Híper,Soriana,,19.0393052,-98.2069474,Puebla,Puebla,0806212750,bronze,CEDI-09 · Puebla
Soriana,Soriana,,18.6512642,-91.8051555,Ciudad del Carmen,Campeche,0349647685,gold,CEDI-07 · Villahermosa
Soriana Híper,Soriana,,25.5649455,-103.4415288,Torreon,Coahuila,0955353779,silver,CEDI-06 · Victoria de Durango
Soriana,Soriana,Mo-Su 08:00-22:00,19.5706372,-99.0419955,Colonia el Salado,Mexico,0772708992,gold,CEDI-09 · Puebla
Soriana,Soriana,,25.6390756,-100.2825621,Guadalupe,Nuevo Leon,0312079152,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,25.4572742,-101.0106287,Saltillo,Coahuila,0836021379,silver,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,20.6983508,-103.3866739,Zapopan2,Jalisco,0790600989,silver,CEDI-08 · Guadalajara
Soriana,Soriana,,23.2475456,-106.4370472,Mazatlan,Sinaloa,0441095797,silver,CEDI-06 · Victoria de Durango
Soriana Híper,Soriana,,19.1039259,-104.3268237,Manzanillo,Colima,0128816788,silver,CEDI-08 · Guadalajara
Soriana,Soriana,,17.0808036,-96.7116019,Oaxaca de Juarez,Oaxaca,0549097184,silver,CEDI-05 · Veracruz
MEGA Soriana,Soriana,,20.3009505,-103.1900251,Chapala,Jalisco,0084543935,silver,CEDI-08 · Guadalajara
Soriana Mercado,Soriana,,25.4030868,-101.0270577,Saltillo,Coahuila,0027485762,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,20.7325339,-103.4523311,Nuevo Mexico,Jalisco,0759848378,silver,CEDI-08 · Guadalajara
MEGA Soriana,Soriana,,19.1608115,-96.1074154,Veracruz,Veracruz,0157144687,gold,CEDI-05 · Veracruz
Soriana,Soriana,,25.683014,-100.3570995,Garza Garcia,Nuevo Leon,0711493248,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,16.858422,-99.8904878,Acapulco de Juarez,Guerrero,0500522690,gold,CEDI-09 · Puebla
MEGA Soriana,Soriana,,25.6719453,-100.4208926,San Pedro Garza Garcia,Nuevo Leon,0943217455,gold,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,25.6890472,-100.4550875,Santa Catarina,Nuevo Leon,0050587715,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,25.7204199,-100.3816898,San Pedro Garza Garcia,Nuevo Leon,0322275253,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,25.6611256,-100.2140791,Jardines de la Silla (Jardines),Nuevo Leon,0326904185,gold,CEDI-12 · Guadalupe
Soriana,Soriana,,25.7883834,-100.3206177,General Escobedo,Nuevo Leon,0072869997,gold,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,20.5797787,-103.4481842,La Tijera,Jalisco,0514025513,silver,CEDI-08 · Guadalajara
Soriana Mercado,Soriana,,20.7059752,-103.3478231,Zapopan,Jalisco,0038159614,bronze,CEDI-08 · Guadalajara
Soriana,Soriana,,32.6396416,-115.4513356,Mexicali,Baja California,0498260345,silver,CEDI-04 · San Luis
Soriana,Soriana,,27.0610546,-109.440554,Navojoa,Sonora,0569026645,silver,CEDI-13 · Hermosillo
Soriana,Soriana,,25.6883421,-100.255616,Guadalupe,Nuevo Leon,0700604297,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,24.8165681,-107.3644829,Culiacan,Sinaloa,0950311508,silver,CEDI-01 · La Paz
Soriana,Soriana,,22.1533514,-100.9547926,San Luis Potosi,San Luis Potosi,0590605862,gold,CEDI-10 · Santiago de Queretaro
MEGA Soriana,Soriana,,22.7615117,-102.5473902,Guadalupe,Zacatecas,0755517697,gold,CEDI-10 · Santiago de Queretaro
Soriana Híper,Soriana,,22.2989134,-97.8761346,Tampico,Tamaulipas,0964456156,silver,CEDI-02 · Tampico
Soriana Mercado,Soriana,,28.1845791,-105.483959,Ciudad Delicias,Chihuahua,0980037051,silver,CEDI-11 · Chihuahua
MEGA Soriana,Soriana,,19.4643767,-99.0564684,Venustiano Carranza,Mexico City,0951727956,silver,CEDI-09 · Puebla
Soriana,Soriana,,19.3848539,-99.0746673,Iztacalco,Mexico City,0263862989,silver,CEDI-09 · Puebla
Soriana,Soriana,,24.0309923,-104.6482578,Victoria de Durango,Durango,0138099664,silver,CEDI-06 · Victoria de Durango
MEGA Soriana,Soriana,Mo-Su 08:00-22:00,21.0198148,-101.2599534,Guanajuato,Guanajuato,0027745407,silver,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,,20.6757945,-101.3401184,Irapuato,Guanajuato,0423158779,bronze,CEDI-10 · Santiago de Queretaro
Soriana Híper,Soriana,,32.6218173,-115.4780813,Mexicali,Baja California,0065619080,bronze,CEDI-04 · San Luis
MEGA Soriana,Soriana,,17.9692972,-92.9710724,Villahermosa,Tabasco,0905735227,bronze,CEDI-07 · Villahermosa
MEGA Soriana,Soriana,,17.9723372,-92.9236657,Villahermosa,Tabasco,0307727342,silver,CEDI-07 · Villahermosa
Soriana,Soriana,,21.9672015,-99.0000574,Ciudad Valles,San Luis Potosi,0504102708,bronze,CEDI-02 · Tampico
MEGA Soriana,Soriana,,18.9329037,-99.2324104,Cuernavaca,Morelos,0753948546,silver,CEDI-09 · Puebla
MEGA Soriana,Soriana,,25.6639416,-100.3840816,Garza Garcia,Nuevo Leon,0917495129,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,20.5320379,-100.8378572,Celaya,Guanajuato,0214164623,silver,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,Mo-Su 07:00-22:00,20.6154121,-100.4046084,Santiago de Queretaro,Queretaro,0495373497,bronze,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,,32.483201,-114.7794048,San Luis,Arizona,0623505102,bronze,CEDI-04 · San Luis
Soriana,Soriana,,19.5512938,-99.0183372,Colonia el Salado,Mexico,0750376761,gold,CEDI-09 · Puebla
Soriana,Soriana,,23.2397944,-106.4426538,Mazatlan,Sinaloa,0132917959,silver,CEDI-06 · Victoria de Durango
Soriana,Soriana,,25.7584904,-103.0017615,San Pedro de Las Colonias,Coahuila,0503160081,bronze,CEDI-06 · Victoria de Durango
MEGA Soriana,Soriana,,21.1488501,-86.8361877,Cancun,Quintana Roo,0179370733,bronze,CEDI-03 · Merida
Soriana Súper,Soriana,,32.4496037,-114.7811299,San Luis Rio Colorado,Sonora,0011542563,gold,CEDI-04 · San Luis
MEGA Soriana,Soriana,,31.7353561,-106.4274594,Ciudad Juarez,Chihuahua,0552049793,silver,CEDI-11 · Chihuahua
Soriana Híper,Soriana,,25.5149516,-103.4159025,Torreon,Coahuila,0439112995,silver,CEDI-06 · Victoria de Durango
Soriana,Soriana,,32.4641376,-114.7527303,San Luis Rio Colorado,Sonora,0993434357,silver,CEDI-04 · San Luis
MEGA Soriana,Soriana,,19.410555,-98.9260343,Santa Martha,Mexico,0283566994,gold,CEDI-09 · Puebla
Soriana,Soriana,,19.4294268,-98.9604163,Santa Maria Chimalhuacan,Mexico,0145058612,gold,CEDI-09 · Puebla
Soriana,Soriana,"Mo-Su,PH 08:00-22:00",19.3950186,-98.9715633,Poligonos,Mexico,0702025350,bronze,CEDI-09 · Puebla
Soriana,Soriana,,29.082692,-110.9812965,Hermosillo,Sonora,0237704786,gold,CEDI-13 · Hermosillo
Soriana Express Tizimín,Soriana,,21.1405521,-88.1479927,Tizimin,Yucatan,0884870583,bronze,CEDI-03 · Merida
Soriana,Soriana,Mo-Su 08:00-23:00,18.1441883,-94.4294244,Coatzacoalcos,Veracruz,0192776744,bronze,CEDI-07 · Villahermosa
Soriana,Soriana,,20.126214,-98.7580127,Pachuca de Soto,Hidalgo,0636049478,silver,CEDI-09 · Puebla
Soriana,Soriana,,20.0545855,-98.7827492,La Colonia,Hidalgo,0501074102,bronze,CEDI-09 · Puebla
Soriana,Soriana,,18.1421663,-92.8637227,Macultepec,Tabasco,0517719833,silver,CEDI-07 · Villahermosa
MEGA Soriana,Soriana,,28.7381623,-106.1328444,Chihuahua,Chihuahua,0771317313,gold,CEDI-11 · Chihuahua
Soriana,Soriana,,19.4708517,-99.171036,Azcapotzalco,Mexico City,0736233018,silver,CEDI-09 · Puebla
MEGA Soriana,Soriana,,18.9998539,-98.2301974,Puebla,Puebla,0938687292,bronze,CEDI-09 · Puebla
MEGA Soriana,Soriana,,28.7051679,-106.1292695,Chihuahua,Chihuahua,0614332023,bronze,CEDI-11 · Chihuahua
Soriana,Soriana,,25.6669435,-100.4593459,Santa Catarina,Nuevo Leon,0935812448,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,19.042836,-98.1641778,Puebla,Puebla,0399335962,silver,CEDI-09 · Puebla
Soriana,Soriana,,24.0086025,-104.6641332,Victoria de Durango,Durango,0433781634,silver,CEDI-06 · Victoria de Durango
Soriana,Soriana,,28.6407355,-106.1025787,Chihuahua,Chihuahua,0551485178,bronze,CEDI-11 · Chihuahua
Soriana,Soriana,,28.6288894,-106.1218706,Chihuahua,Chihuahua,0785675810,bronze,CEDI-11 · Chihuahua
Soriana Express,Soriana,Mo-Su 08:00-21:00,20.5451143,-104.045935,Ameca,Jalisco,0063642488,silver,CEDI-08 · Guadalajara
Soriana,Soriana,,20.5649165,-100.3748313,Santiago de Queretaro,Queretaro,0015737691,gold,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,,25.7037299,-100.163214,Loma la Paz,Nuevo Leon,0001650583,bronze,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,28.6606619,-106.0944133,Chihuahua,Chihuahua,0568051929,silver,CEDI-11 · Chihuahua
MEGA Soriana,Soriana,,31.6491779,-106.3905288,Socorro,Texas,0012136352,silver,CEDI-11 · Chihuahua
Soriana,Soriana,,25.5767188,-100.001495,Cadereyta,Nuevo Leon,0275960226,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,21.2774436,-89.6618373,Progreso de Castro,Yucatan,0367005874,silver,CEDI-03 · Merida
MEGA Soriana,Soriana,,19.2865297,-99.653556,Toluca,Mexico,0396835348,bronze,CEDI-09 · Puebla
Soriana,Soriana,Mo-Su 07:00-22:00,32.4359712,-117.0420317,Porticos de San Antonio,Baja California,0687243963,bronze,CEDI-04 · San Luis
Soriana,Soriana,,21.4714314,-101.2157217,San Felipe,Guanajuato,0022352506,silver,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,,21.9166216,-102.2907426,Aguascalientes,Aguascalientes,0425014678,gold,CEDI-10 · Santiago de Queretaro
MEGA Soriana,Soriana,,19.7972428,-99.1062048,Zumpango,Mexico,0851211744,bronze,CEDI-09 · Puebla
Soriana,Soriana,,20.4481589,-97.3110274,Papantla de Olarte,Veracruz,0346484715,silver,CEDI-05 · Veracruz
Soriana,Soriana,,31.8660857,-116.6590815,El Sauzal,Baja California,0151412977,silver,CEDI-04 · San Luis
Soriana,Soriana,,25.7428702,-100.1753308,Apodaca,Nuevo Leon,0133656628,bronze,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,,18.897337,-99.1673052,Jiutepec,Morelos,0015201742,silver,CEDI-09 · Puebla
Soriana,Soriana,,31.815409,-116.5960616,Ensenada,Baja California,0326948515,bronze,CEDI-04 · San Luis
Soriana Súper,Soriana,,21.1157409,-86.8808313,Alfredo V. Bonfil,Quintana Roo,0945432714,bronze,CEDI-03 · Merida
MEGA Soriana,Soriana,,19.646644,-99.2062429,Cuautitlan Izcalli,Mexico,0594930756,gold,CEDI-09 · Puebla
MEGA Soriana,Soriana,,19.2875718,-99.6883368,San Buenaventura,Mexico,0646713937,silver,CEDI-09 · Puebla
Soriana Súper,Soriana,,22.1252937,-101.0197405,San Luis Potosi,San Luis Potosi,0863030762,gold,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,,19.4088716,-99.1843333,Polanco,Mexico City,0251414080,bronze,CEDI-09 · Puebla
Soriana,Soriana,,18.9168013,-99.2377011,Cuernavaca,Morelos,0597104501,silver,CEDI-09 · Puebla
SORIANA Mercado Express,Soriana,Mo-Su 8:00-22:00,20.691207,-88.2078298,Valladolid,Yucatan,0511721094,gold,CEDI-03 · Merida
Soriana,Soriana,,25.6829608,-100.2996318,Monterrey,Nuevo Leon,0404550143,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,25.6804237,-100.2512037,Guadalupe,Nuevo Leon,0968155715,silver,CEDI-12 · Guadalupe
Soriana Híper,Soriana,,19.2725922,-103.7374702,Ciudad de Villa de Alvarez,Colima,0324232499,silver,CEDI-08 · Guadalajara
Soriana,Soriana,,20.559433,-103.3646993,Altus Bosques,Jalisco,0124176811,silver,CEDI-08 · Guadalajara
MEGA Soriana,Soriana,,20.6471168,-103.3190896,Tlaquepaque,Jalisco,0253215101,gold,CEDI-08 · Guadalajara
Soriana Híper,Soriana,,20.9978808,-89.6227319,Merida,Yucatan,0034300978,bronze,CEDI-03 · Merida
MEGA Soriana,Soriana,,28.6441919,-106.0131014,Chihuahua,Chihuahua,0401007379,silver,CEDI-11 · Chihuahua
Soriana,Soriana,,25.5939069,-103.5035673,Gomez Palacio,Durango,0898880754,silver,CEDI-06 · Victoria de Durango
Soriana,Soriana,,18.2531132,-93.2320975,Comalcalco,Tabasco,0580213473,silver,CEDI-07 · Villahermosa
Soriana,Soriana,,25.7075168,-100.285561,San Nicolas de los Garza,Nuevo Leon,0182335806,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,16.4439225,-95.0265706,Juchitan de Zaragoza,Oaxaca,0506654469,bronze,CEDI-07 · Villahermosa
Soriana,Soriana,,32.5144643,-116.8908731,Terrazas del Valle,Baja California,0252809654,gold,CEDI-04 · San Luis
Soriana,Soriana,,32.5141282,-116.8875924,Terrazas del Valle,Baja California,0811556642,silver,CEDI-04 · San Luis
Soriana,Soriana,,19.4017371,-99.1588135,Benito Juarez,Mexico City,0438908315,silver,CEDI-09 · Puebla
Soriana,Soriana,,25.6606338,-100.2961813,Monterrey,Nuevo Leon,0391206064,gold,CEDI-12 · Guadalupe
Soriana,Soriana,,25.7146103,-100.3481448,Monterrey,Nuevo Leon,0080326394,silver,CEDI-12 · Guadalupe
Soriana express,Soriana,,22.9925406,-105.8611992,El Pozole,Sinaloa,0005447350,gold,CEDI-06 · Victoria de Durango
Soriana Súper,Soriana,,26.0855458,-98.2715856,Hidalgo,Texas,0204294751,silver,CEDI-12 · Guadalupe
Soriana Híper,Soriana,Mo-Su 07:00-23:00,18.8834477,-96.9215419,Cordoba,Veracruz,0819932274,gold,CEDI-05 · Veracruz
Soriana,Soriana,,19.5036866,-98.8803269,Texcoco de Mora,Mexico,0010991863,bronze,CEDI-09 · Puebla
MEGA Soriana,Soriana,,25.6750107,-100.4302462,Santa Catarina,Nuevo Leon,0820182397,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,25.6859283,-100.3194548,Monterrey,Nuevo Leon,0940333913,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,19.334286,-99.0753203,Iztapalapa,Mexico City,0449075395,gold,CEDI-09 · Puebla
Soriana,Soriana,,19.3494733,-99.0742166,Iztapalapa,Mexico City,0564437547,silver,CEDI-09 · Puebla
Soriana Súper,Soriana,,21.3466641,-97.6875386,Naranjos,Veracruz,0703552397,silver,CEDI-02 · Tampico
Soriana,Soriana,,25.726235,-100.3650728,San Nicolas de los Garza,Nuevo Leon,0002294488,gold,CEDI-12 · Guadalupe
Soriana,Soriana,,25.7319748,-100.347623,San Nicolas de los Garza,Nuevo Leon,0305009991,bronze,CEDI-12 · Guadalupe
Soriana Mercado,Soriana,,19.7258983,-101.1981947,Real Hacienda (Metropolis),Michoacan,0498138241,gold,CEDI-10 · Santiago de Queretaro
Soriana Híper,Soriana,,19.4269865,-102.0259305,Toreo Bajo (El Toreo Bajo),Michoacan,0394004787,gold,CEDI-10 · Santiago de Queretaro
Soriana,Soriana,,25.7537374,-100.2661666,San Nicolas de los Garza,Nuevo Leon,0571641353,bronze,CEDI-12 · Guadalupe
Soriana Express,Soriana,,20.4739066,-103.4419466,Tlajomulco de Zuniga,Jalisco,0331376389,bronze,CEDI-08 · Guadalajara
Soriana,Soriana,,18.3514976,-99.5276524,Iguala de la Independencia,Guerrero,0865703356,silver,CEDI-09 · Puebla
Soriana Híper,Soriana,,31.2903946,-110.9462138,Nogales,Sonora,0044414399,gold,CEDI-13 · Hermosillo
Soriana,Soriana,,27.4849051,-109.959222,Ciudad Obregon,Sonora,0451734040,bronze,CEDI-13 · Hermosillo
Soriana Express,Soriana,,21.4260708,-102.577453,Teocaltiche,Jalisco,0945161632,bronze,CEDI-10 · Santiago de Queretaro
Soriana Express,Soriana,,20.5943297,-103.3344532,Las Pintas de Arriba,Jalisco,0832185775,silver,CEDI-08 · Guadalajara
Soriana,Soriana,,25.6413608,-100.1816465,Jardines de la Silla (Jardines),Nuevo Leon,0995365530,bronze,CEDI-12 · Guadalupe
Soriana,Soriana,,20.6594002,-103.3981929,Guadalajara,Jalisco,0536459039,silver,CEDI-08 · Guadalajara
MEGA Soriana,Soriana,,19.4513223,-99.1637908,Cuauhtemoc,Mexico City,0038941034,bronze,CEDI-09 · Puebla
MEGA Soriana,Soriana,,19.4511693,-99.1636477,Cuauhtemoc,Mexico City,0981293468,gold,CEDI-09 · Puebla
Soriana Híper,Soriana,,25.8698546,-97.4851357,Heroica Matamoros,Tamaulipas,0645584101,silver,CEDI-12 · Guadalupe
Soriana,Soriana,,25.8788911,-97.5220402,Heroica Matamoros,Tamaulipas,0672291973,bronze,CEDI-12 · Guadalupe
Soriana Express Tecomán,Soriana,,18.9246768,-103.8843582,Tecoman,Colima,0174115851,bronze,CEDI-08 · Guadalajara
Soriana,Soriana,,23.630998,-103.6419672,Sombrerete,Zacatecas,0084690594,bronze,CEDI-06 · Victoria de Durango
Soriana,Soriana,,32.5287083,-116.978469,Tijuana,Baja California,0938800587,bronze,CEDI-04 · San Luis
Soriana,Soriana,,25.8038282,-100.3425017,General Escobedo,Nuevo Leon,0052986434,silver,CEDI-12 · Guadalupe
Soriana Mercado,Soriana,,18.8994497,-98.4330315,Atlixco,Puebla,0521481041,silver,CEDI-09 · Puebla
MEGA Soriana,Soriana,,19.2036967,-100.1334226,Valle de Bravo,Mexico,0733666946,silver,CEDI-09 · Puebla
Soriana,Soriana,,20.6391495,-87.0708227,Playa del Carmen,Quintana Roo,0158982223,gold,CEDI-03 · Merida
Soriana,Soriana,,25.6555358,-100.3844286,Garza Garcia,Nuevo Leon,0905297417,gold,CEDI-12 · Guadalupe
Soriana,Soriana,,19.6055151,-99.2283231,Ciudad Lopez Mateos,Mexico,0384369010,bronze,CEDI-09 · Puebla
Soriana,Soriana,,19.3603082,-99.1238814,Colonia Nativitas,Mexico City,0697871862,gold,CEDI-09 · Puebla
Soriana,Soriana,Mo-Su 08:00-23:00,27.4571032,-99.5134704,Nuevo Laredo,Tamaulipas,0998134082,silver,CEDI-12 · Guadalupe
MEGA Soriana,Soriana,Mo-Su 08:00-22:00,19.4045882,-99.0679357,Iztacalco,Mexico City,0687510909,gold,CEDI-09 · Puebla
Soriana Híper,Soriana,,19.6883454,-101.1866674,Morelia,Michoacan,0655120039,silver,CEDI-10 · Santiago de Queretaro
MEGA Soriana,Soriana,,19.5124662,-98.8834487,Texcoco de Mora,Mexico,0851657226,gold,CEDI-09 · Puebla
