name,brand,opening_hours,lat,lon,city,state,warehouse_id,customer_id,segment,geofence_radius_m
Walmart Progreso,,,29.1440844,-110.9799237,Hermosillo,Sonora,CED002,0009944643,silver,150
Walmart,Walmart,,25.8594122,-97.5195236,Heroica Matamoros,Tamaulipas,CED002,0014435126,silver,150
Walmart Reforma Huinala,Walmart,,25.7236045,-100.1642325,Fraccionamiento Mision de San Javier,Nuevo Leon,CED002,0628287027,silver,150
Walmart,Walmart,,20.6572342,-101.3432144,Irapuato,Guanajuato,CED001,0291965079,silver,150
Walmart Supercenter,Walmart,,19.5159382,-98.8685193,Texcoco de Mora,Mexico,CED001,0614847852,bronze,150
Walmart,Walmart,,18.9328078,-99.2275323,Cuernavaca,Morelos,CED001,0630837536,silver,150
Walmart,Walmart,,18.9343885,-99.1965867,Colonia los Cerritos,Morelos,CED001,0543411537,silver,150
Walmart,Walmart,,14.8742921,-92.2833104,Cebadilla 1ra. Seccion,Chiapas,CED003,0277852841,bronze,150
Walmart,Walmart,,21.9662905,-98.9933711,Ciudad Valles,San Luis Potosi,CED001,0697444795,silver,150
Walmart Supercenter,Walmart,,21.3439694,-101.9458741,Lagos de Moreno,Jalisco,CED001,0066642208,bronze,150
Walmart Poniente,,,20.6289273,-100.4651105,Colinas de Santa Cruz Segunda Seccion,Queretaro,CED001,0226386006,silver,150
Walmart,Walmart,,20.5686805,-97.437351,Villa de las Flores,Veracruz,CED001,0641331305,silver,150
Walmart,Walmart,,20.9478096,-97.4334483,Alto Lucero,Veracruz,CED001,0226174741,silver,150
Walmart Express,Walmart,Mo-Su 07:00-22:00,19.1817045,-99.5898311,San Andres Ocotlan,Morelos,CED001,0765354578,gold,150
Walmart,Walmart,,19.2134364,-96.1921704,Rio Medio [Granja],Veracruz,CED001,0447204071,silver,150
Walmart Express,Walmart,,20.6857445,-103.3956332,Guadalajara,Jalisco,CED001,0449483776,silver,150
Walmart Supercenter,Walmart,,20.7444311,-103.3876492,Zapopan,Jalisco,CED001,0282612608,silver,150
Walmart,Walmart,,32.5957582,-115.3608351,Puebla,Baja California,CED002,0510109025,gold,150
Walmart,Walmart,,20.0884977,-98.7191646,Colinas de Plata,Hidalgo,CED001,0124175088,bronze,150
Walmart Supercenter,Walmart,Mo-Su 08:00-23:00,32.63368,-115.3850494,Islas Agrarias Grupo A,Baja California,CED002,0264764887,silver,150
Walmart Express,Walmart,,20.7089804,-103.4110818,Zapopan2,Jalisco,CED001,0181031875,bronze,150
Walmart Express,,,19.3649564,-99.1894244,Alvaro Obregon,Mexico City,CED001,0482186672,bronze,150
Walmart,Walmart,,25.5765728,-103.4143499,Torreon,Coahuila,CED002,0353257780,bronze,150
Walmart,,,25.6449742,-100.1682408,Valle de Juarez,Nuevo Leon,CED002,0830091075,gold,150
Walmart,,,20.997099,-89.6739085,Caucel,Yucatan,CED003,0702591710,silver,150
Walmart Express,,,19.3024715,-99.2070618,Magdalena Contreras,Mexico City,CED001,0330676342,gold,150
Walmart fundidores Lopez mateos,Walmart,,25.733662,-100.2461405,San Nicolas de los Garza,Nuevo Leon,CED002,0053778959,bronze,150
Walmart,Walmart,"Mo-Su,PH 07:00-23:00",20.6703019,-87.064092,Playa del Carmen,Quintana Roo,CED003,0802153933,bronze,150
Walmart Supercenter,Walmart,,19.6771221,-103.4762453,Ciudad Guzman,Jalisco,CED001,0379018004,bronze,150
Walmart Supercenter,Walmart,,29.3192884,-100.9556492,Ciudad Acuna,Coahuila,CED002,0809908576,silver,150
Walmart Express,Walmart,,21.1596119,-86.8197395,Cancun,Quintana Roo,CED003,0645109931,silver,150
Walmart,Walmart,,25.8071194,-100.22328,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,CED002,0640677506,silver,150
Walmart Express,Walmart,,21.1121062,-86.8413163,Alfredo V. Bonfil,Quintana Roo,CED003,0544365364,gold,150
Walmart,Walmart,,25.6453693,-100.1681501,Valle de Juarez,Nuevo Leon,CED002,0962414011,bronze,150
Walmart Supercenter,Walmart,,31.6722874,-106.3863173,Socorro,Texas,Unknown,0292211079,silver,150
Walmart Express,Walmart,,21.0013614,-89.5931361,Merida,Yucatan,CED003,0904892046,gold,150
Walmart,,,20.7133495,-100.4469401,Santa Rosa Jauregui,Queretaro,CED001,0108868603,bronze,150
Walmart,Walmart,,19.0562996,-98.1601438,Casa Blanca,Puebla,CED001,0505809262,bronze,150
Walmart,Walmart,,19.068167,-98.1746352,Puebla,Puebla,CED001,0052197030,gold,150
Walmart Express,Walmart,,18.9834761,-98.1950896,18 de Marzo,Puebla,CED001,0550877985,gold,150
Walmart,Walmart,,19.0194063,-98.198253,Puebla,Puebla,CED001,0186654412,silver,150
Walmart,Walmart,,18.9865291,-98.2398805,El Capulo (La Quebradora),Puebla,CED001,0256686862,bronze,150
Walmart,Walmart,,18.99726,-98.2790175,Santa Clara,Puebla,CED001,0204812789,silver,150
Walmart Express,Walmart,,19.0496416,-98.2481638,Santiago Momoxpan,Puebla,CED001,0845054267,bronze,150
Walmart,Walmart,,25.8669084,-97.4762507,Heroica Matamoros,Tamaulipas,CED002,0102677475,bronze,150
Walmart Express,Walmart,,19.3182206,-99.2111505,Magdalena Contreras,Mexico City,CED001,0482996841,bronze,150
Walmart Express,Walmart,,19.4068446,-99.2391052,Col. Bosques de las Lomas,Mexico City,CED001,0982040500,silver,150
Walmart,Walmart,,32.6212346,-115.506706,Vinas del Sol,Baja California,CED002,0002116502,bronze,150
Walmart,Walmart,,18.1024748,-96.1336721,Tuxtepec,Oaxaca,CED003,0745553480,bronze,150
Walmart,Walmart,,25.780021,-100.2147237,Fraccionamiento Cosmopolis Octavo Sector,Nuevo Leon,CED002,0622204007,gold,150
Walmart,Walmart,,20.9864077,-89.6161048,Merida,Yucatan,CED003,0959950549,silver,150
Walmart Centro de Distribucion,,,28.8437891,-106.1946372,Chihuahua,Chihuahua,CED002,0111816250,silver,150
Walmart Supercenter,Walmart,,22.1096145,-100.8923382,La Pila,San Luis Potosi,CED001,0673391511,silver,150
Walmart Tecomán,,,18.9321498,-103.8896985,Tecoman,Colima,CED001,0114109301,bronze,150
Walmart,Walmart,,31.3080925,-113.521563,Puerto Penasco,Sonora,CED002,0946158746,silver,150
Walmart Express,Walmart,,19.407113,-99.2386439,Col. Bosques de las Lomas,Mexico City,CED001,0405084141,silver,150
Walmart Supercenter,Walmart,,32.5756063,-116.617677,Tecate,Baja California,CED002,0921144835,silver,150
Walmart Supercenter,Walmart,,22.8893504,-109.9090489,Cabo San Lucas,Baja California Sur,CED002,0978760194,silver,150
Walmart,Walmart,,29.1265335,-111.0218091,Hermosillo,Sonora,CED002,0449940656,silver,150
Liverpool,,,20.6340511,-105.2291159,Puerto Vallarta,Jalisco,CED001,0989101687,bronze,150
Cerrada Liverpool,,,29.1270169,-110.9462898,Hermosillo,Sonora,CED002,0901978810,silver,150
Avenida Liverpool,,,29.0771309,-110.9661511,Hermosillo,Sonora,CED002,0744951473,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.4336921,-99.1826966,Miguel Hidalgo,Mexico City,CED001,0165586714,gold,150
Calle Liverpool,,,19.3294294,-98.237287,Acxotla del Rio,Tlaxcala,CED001,0836618870,gold,150
Liverpool Polanco,,,19.4345569,-99.1830655,Miguel Hidalgo,Mexico City,CED001,0840968015,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.4033557,-99.15491,Benito Juarez,Mexico City,CED001,0173116113,silver,150
Boulevard Liverpool,,,32.6303531,-115.5006083,Vinas del Sol,Baja California,CED002,0520740366,bronze,150
Boulevard Liverpool,,,32.6303794,-115.5005343,Mexicali,Baja California,CED002,0392704208,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.1398249,-94.4669401,Coatzacoalcos,Veracruz,CED001,0431717186,silver,150
Privada Liverpool,,,19.3292606,-98.2372348,Acxotla del Rio,Tlaxcala,CED001,0974854248,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.140154,-94.4878006,Puerto Esmeralda,Veracruz,CED001,0744161209,bronze,150
Avenida Liverpool,,,25.7943939,-109.0272633,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0373788897,bronze,150
Calle Puerto Liverpool,,,20.6174009,-103.2868513,Tlaquepaque,Jalisco,CED001,0507578827,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.540156,-96.906688,Xalapa de Enriquez,Veracruz,CED001,0870676460,bronze,150
Liverpool,,,25.6154049,-100.2879382,Monterrey,Nuevo Leon,CED002,0514298870,gold,150
Puerto Liverpool,,,25.6508915,-100.2832705,Guadalupe,Nuevo Leon,CED002,0904214011,bronze,150
Privada Liverpool,,,25.6931267,-100.3772692,Garza Garcia,Nuevo Leon,CED002,0870884466,bronze,150
Privada Liverpool,,,25.737226,-100.3926713,Mitras Poniente,Nuevo Leon,CED002,0623748650,silver,150
Liverpool,,,25.6142708,-100.2861872,Monterrey,Nuevo Leon,CED002,0064493666,silver,150
Liverpool,,,25.7112094,-100.1997551,Fraccionamiento Mision de San Javier,Nuevo Leon,CED002,0364266768,silver,150
Colinas de Liverpool,,,25.6928308,-100.3772331,Garza Garcia,Nuevo Leon,CED002,0726970123,silver,150
Calle Liverpool,,,27.488074,-109.9590103,Ciudad Obregon,Sonora,CED002,0030415196,bronze,150
Calle Liverpool,,,27.4880161,-109.96173,Ciudad Obregon,Sonora,CED002,0248072119,bronze,150
Liverpool,Liverpool,Mo-Su 10:00-21:00,16.754914,-93.1494238,Tuxtla Gutierrez,Chiapas,CED003,0851981962,bronze,150
Calle Liverpool,,,19.6916338,-101.1480191,Puerto de Buenavista (Lazaro Cardenas),Michoacan,CED001,0075689141,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,23.7744799,-99.136104,Ciudad Victoria,Tamaulipas,CED002,0984971653,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,24.035191,-104.6498291,Victoria de Durango,Durango,CED002,0681300154,silver,150
Liverpool,,Mo-Su 11:00-21:00,29.0876969,-110.9633679,Hermosillo,Sonora,CED002,0727403730,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,25.7825994,-109.0044755,Los Mochis,Sinaloa,CED002,0118371363,silver,150
Liverpool Monterrey Centro,,,25.6656796,-100.3150395,Monterrey,Nuevo Leon,CED002,0466326753,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,21.0397512,-89.6302296,Merida,Yucatan,CED003,0571324906,silver,150
Liverpool,,Mo-Su 11:00-21:00,21.8508856,-102.2935976,Aguascalientes,Aguascalientes,CED001,0393894464,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.4311929,-99.1331706,Mexico City,Mexico City,CED001,0458150574,silver,150
Calle Liverpool,,,21.5148269,-104.922994,Tepic,Nayarit,CED001,0223303193,gold,150
Calle Liverpool,,,19.5488787,-99.2182794,Tlalnepantla,Mexico,CED001,0462388603,bronze,150
Calle Liverpool,,,20.678722,-101.3667902,Irapuato,Guanajuato,CED001,0187663183,gold,150
Calle Liverpool,,,20.6963885,-101.3646962,Irapuato,Guanajuato,CED001,0077426029,silver,150
Bodegas Liverpool,,,19.2731179,-103.6689919,Colima,Colima,CED001,0261383234,silver,150
Calle Liverpool,,,20.5486971,-100.8971088,Colonia Fraccionamiento el Puente,Guanajuato,CED001,0299660912,bronze,150
Callejón Liverpool,,,23.1987816,-106.4270359,Mazatlan,Sinaloa,CED002,0838014531,bronze,150
Corporativo Liverpool,,,19.3596303,-99.2760094,Cuajimalpa,Mexico City,CED001,0725177509,silver,150
Calle Liverpool,,,20.6232347,-100.4460261,Rancho Bellavista [Fraccionamiento],Queretaro,CED001,0477693614,silver,150
Calle Liverpool,,,20.6230168,-100.44597,Rancho Bellavista [Fraccionamiento],Queretaro,CED001,0929291938,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,17.0439648,-96.7160148,San Antonio de la Cal,Oaxaca,CED003,0280491027,bronze,150
Calle Liverpool,,,19.7797432,-99.0041266,Paseos de San Juan,Mexico,CED001,0785036835,silver,150
Calle Liverpool,,,22.7402747,-102.4896312,Martinez Dominguez,Zacatecas,CED001,0683895054,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.6754572,-103.3471069,Guadalajara,Jalisco,CED001,0783219455,gold,150
Calle Liverpool,,,25.7732965,-100.278307,San Nicolas de los Garza,Nuevo Leon,CED002,0498698848,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,32.6565107,-115.4764807,Calexico,California,CED002,0060705280,bronze,150
Liverpool,,Mo-Su 11:00-21:00,21.4916448,-104.8653797,Tepic,Nayarit,CED001,0140995688,silver,150
Calle Liverpool,,,19.425163,-99.1622981,Cuauhtemoc,Mexico City,CED001,0826985704,bronze,150
Avenida Liverpool,,,25.7672535,-103.2744247,Jaboncillo,Coahuila,CED002,0599407116,gold,150
Liverpool,,,25.7197631,-100.2178708,Guadalupe,Nuevo Leon,CED002,0288649241,silver,150
Callejón Liverpool,,,25.6915577,-100.1156174,Loma la Paz,Nuevo Leon,CED002,0610676585,silver,150
Avenida Liverpool,,,25.7877108,-109.0318347,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0983817891,bronze,150
Calle Puerto de Liverpool,,,20.6163559,-103.2876087,Tlaquepaque,Jalisco,CED001,0763334054,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.4687465,-97.4171496,Tehuacan,Puebla,CED001,0068571647,silver,150
Avenida Liverpool,,,25.7897268,-109.0304795,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0577575180,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,16.2331405,-95.2108846,La Noria,Oaxaca,CED003,0766559999,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.0703895,-98.1735718,San Sebastian de Aparicio,Puebla,CED001,0034074178,silver,150
Hotel Liverpool,,,19.43003,-99.124705,Mexico City,Mexico City,CED001,0161440545,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.3726482,-99.1788066,Colonia del Valle,Mexico City,CED001,0289575598,silver,150
Calle Liverpool,,,25.7911887,-100.3456278,General Escobedo,Nuevo Leon,CED002,0811185986,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,16.7452522,-93.0740287,Tuxtla Gutierrez,Chiapas,CED003,0056799646,bronze,150
Liverpool,,Mo-Su 11:00-21:00,20.3853112,-100.0129104,Vista Hermosa (Cuasinada),Queretaro,CED001,0758790053,silver,150
Calle Liverpool,,,20.5487499,-100.897205,Colonia Fraccionamiento el Puente,Guanajuato,CED001,0271974240,silver,150
Calle Liverpool,,,19.4238255,-99.1651574,Benito Juarez,Mexico City,CED001,0853597071,silver,150
Calle Liverpool,,,19.4280174,-99.1562839,Cuauhtemoc,Mexico City,CED001,0668368649,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.8573181,-90.5215113,Campeche,Campeche,CED003,0746514558,gold,150
Privada Río de Liverpool,,,19.5745204,-99.3232745,San Miguel Hila,Mexico,CED001,0304689508,gold,150
Bodega Liverpool,,,19.4985644,-96.8332833,Jacarandas,Veracruz,CED001,0501164183,bronze,150
Villa Liverpool,,,25.6360705,-100.1218847,Hector Caballero,Nuevo Leon,CED002,0050410272,gold,150
Liverpool Cumbres,,,25.731052,-100.394909,Mitras Poniente,Nuevo Leon,CED002,0357672991,gold,150
Calle Liverpool,,,26.09184,-98.3339476,Reynosa,Tamaulipas,CED002,0095984848,bronze,150
Circuito Villa Liverpool,,,20.5057228,-103.3364063,Paseos del Valle [Fraccionamiento],Jalisco,CED001,0684880278,gold,150
Circuito Villa Liverpool,,,20.5052869,-103.337959,Paseos del Valle [Fraccionamiento],Jalisco,CED001,0166215453,silver,150
Circuito Villa Liverpool,,,20.5059046,-103.339591,Paseos del Valle [Fraccionamiento],Jalisco,CED001,0669951041,gold,150
Circuito Villa Liverpool,,,20.5063419,-103.3380389,Paseos del Valle [Fraccionamiento],Jalisco,CED001,0805482017,silver,150
CDR Liverpool,,,22.0311066,-102.269134,Paseos de la Providencia [Fraccionamiento],Aguascalientes,CED001,0964928322,bronze,150
Calle Liverpool,,,20.6386447,-100.2061529,Paseos del Marques,Queretaro,CED001,0733418602,bronze,150
Parque recreativo Liverpool,,,20.6963046,-101.3646553,Irapuato,Guanajuato,CED001,0637884108,silver,150
Calle Playa Liverpool,,,20.6245077,-101.6844342,Cueramaro,Guanajuato,CED001,0209249752,silver,150
Liverpool,,,25.8022076,-100.4888836,Valle de Lincoln,Nuevo Leon,CED002,0496494969,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,17.5152548,-99.4839462,Petaquillas,Guerrero,CED003,0908286195,bronze,150
Restaurante Liverpool,,,17.514787,-99.4843635,Petaquillas,Guerrero,CED003,0209985031,bronze,150
Privada Playa Liverpool,,,20.6248492,-101.6828227,Cueramaro,Guanajuato,CED001,0037212149,silver,150
Calle Liverpool,,,25.9126811,-100.1657718,Hacienda San Pedro,Nuevo Leon,CED002,0597860710,silver,150
Calle Liverpool,,,25.7376934,-100.3934631,Mitras Poniente,Nuevo Leon,CED002,0387824146,bronze,150
Calle Liverpool,,,25.738396,-100.3932451,Mitras Poniente,Nuevo Leon,CED002,0727555013,silver,150
Calle Liverpool,,,25.7374865,-100.3931063,Mitras Poniente,Nuevo Leon,CED002,0338587915,bronze,150
Privada Liverpool,,,25.7374308,-100.3921165,Mitras Poniente,Nuevo Leon,CED002,0126200313,gold,150
Calle Liverpool,,,25.7374453,-100.3929013,Mitras Poniente,Nuevo Leon,CED002,0382112536,silver,150
Calle Villa Liverpool,,,25.636302,-100.1229117,Hector Caballero,Nuevo Leon,CED002,0361226219,gold,150
Calle Villa Liverpool,,,25.6363844,-100.1231918,Hector Caballero,Nuevo Leon,CED002,0839137334,silver,150
Calle Liverpool,,,19.0783476,-98.1736052,San Sebastian de Aparicio,Puebla,CED001,0487918783,silver,150
Avenida Liverpool,,,25.7839221,-109.03447,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0218800486,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.5494074,-99.2735787,Ciudad Lopez Mateos,Mexico,CED001,0085345139,silver,150
Calle Liverpool,,,19.5487392,-99.2176971,Tlalnepantla,Mexico,CED001,0064607984,silver,150
Calle Liverpool,,,19.5500222,-99.217728,Tlalnepantla,Mexico,CED001,0093918495,silver,150
Calle Liverpool,,,19.1555369,-98.762495,Santo Tomas Atzingo,Mexico,CED001,0302291314,silver,150
CDR Liverpool Aguascalientes,,,22.0303538,-102.2688209,Paseos de la Providencia [Fraccionamiento],Aguascalientes,CED001,0735325953,gold,150
Liverpool,Liverpool,,25.575208,-100.2428826,Bosques de San Pedro,Nuevo Leon,CED002,0158543287,gold,150
Boulevard Liverpool,,,32.6320645,-115.5018063,Vinas del Sol,Baja California,CED002,0275513203,silver,150
Privada Liverpool,,,19.6972076,-98.762974,Otumba de Gomez Farias,Morelos,CED001,0047276782,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.8634188,-97.0979799,Orizaba,Veracruz,CED001,0889448470,bronze,150
CEDIS Liverpool,,,19.7124754,-99.1930546,San Jose del Puente,Mexico,CED001,0758554699,bronze,150
Liverpool,,Mo-Su 11:00-21:00,26.949961,-101.4135909,Monclova,Coahuila,CED002,0231612265,bronze,150
Calle Liverpool,,,21.8740451,-102.3198584,La Loma de los Negritos,Aguascalientes,CED001,0095843890,gold,150
Privada Liverpool,,,18.9517301,-99.2224687,Cuernavaca,Morelos,CED001,0592043148,bronze,150
Calle Liverpool,,,19.4232202,-99.1663873,Benito Juarez,Mexico City,CED001,0459784094,bronze,150
Calle Liverpool,,,19.5489342,-99.2186874,Tlalnepantla,Mexico,CED001,0991317897,gold,150
Calle Liverpool,,,19.5494044,-99.2178244,Tlalnepantla,Mexico,CED001,0847082470,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,22.2608569,-97.876573,Tampico,Tamaulipas,CED002,0270389702,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.6144539,-87.1008606,Playa del Carmen,Quintana Roo,CED003,0933096712,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.9501511,-97.4188185,Tuxpan de Rodriguez Cano,Veracruz,CED001,0811188457,silver,150
Liverpool,Liverpool,,20.6289563,-87.071002,Playa del Carmen,Quintana Roo,CED003,0191335246,bronze,150
Privada Liverpool,,,18.9515047,-99.2225057,Cuernavaca,Morelos,CED001,0328319412,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.0263472,-102.277176,Romero de Guzman,Michoacan,CED001,0020637385,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,20.583888,-101.2300842,Salamanca,Guanajuato,CED001,0516546372,gold,150
Calle Liverpool,,,21.8755814,-102.3197397,La Loma de los Negritos,Aguascalientes,CED001,0542413519,gold,150
CEDIS LIVERPOOL Prologis,,,25.7837722,-100.1740051,Apodaca,Nuevo Leon,CED002,0855072969,gold,150
Liverpool,,,16.7736324,-99.7770717,10 de Abril,Guerrero,CED003,0244508073,bronze,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,32.5142017,-116.9672051,Tijuana,Baja California,CED002,0800660926,silver,150
Avenida Liverpool,,,25.7907455,-109.0297815,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0587594871,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,18.888897,-96.9472357,Cordoba,Veracruz,CED001,0573793646,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,14.8937193,-92.2746166,Tapachula,Chiapas,CED003,0169621003,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,17.6483761,-101.5493643,Ixtapa-Zihuatanejo,Guerrero,CED003,0053134611,gold,150
Calle Liverpool,,,19.4252793,-99.1620503,Cuauhtemoc,Mexico City,CED001,0931868935,silver,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.3145914,-99.0771952,Iztapalapa,Mexico City,CED001,0376948508,silver,150
Calle Liverpool,,,19.4249321,-99.1627931,Cuauhtemoc,Mexico City,CED001,0641188298,silver,150
Calle Liverpool,,,19.4235062,-99.1658398,Benito Juarez,Mexico City,CED001,0698106180,silver,150
Calle Liverpool,,,19.4244315,-99.1638623,Benito Juarez,Mexico City,CED001,0123863453,bronze,150
Calle Liverpool,,,19.4256072,-99.1613567,Cuauhtemoc,Mexico City,CED001,0980144799,bronze,150
Calle Liverpool,,,19.42669,-99.1590755,Cuauhtemoc,Mexico City,CED001,0174625949,bronze,150
Calle Liverpool,,,19.4261077,-99.1603001,Cuauhtemoc,Mexico City,CED001,0920246895,bronze,150
Calle Liverpool,,,19.427318,-99.1577548,Cuauhtemoc,Mexico City,CED001,0113263305,gold,150
Liverpool,Liverpool,Mo-Su 11:00-21:00,19.3824609,-99.0830384,Iztacalco,Mexico City,CED001,0561333879,silver,150
Cedis Liverpool,,,18.8467399,-99.1959724,Emiliano Zapata,Morelos,CED001,0656791494,silver,150
Avenida Liverpool,,,25.7896412,-109.0305328,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0593580101,silver,150
Avenida Liverpool,,,25.7895539,-109.0305858,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0300845646,silver,150
Avenida Liverpool,,,25.7893994,-109.0306796,Plan de Ayala (Campo Cinco),Sinaloa,CED002,0295731116,silver,150
Centro de distibucion de Liverpool,,,19.5903076,-99.1812595,Buenavista,Mexico,CED001,0736844614,bronze,150
Liverpool,,Mo-Su 10:00-20:00,21.5102903,-104.8917244,Tepic,Nayarit,CED001,0545263253,bronze,150
Coppel,Coppel,Mo-Sa 08:30-20:00,18.1425787,-94.4748728,Coatzacoalcos,Veracruz,CED001,0325298449,silver,150
Coppel,Coppel,,19.3200614,-98.2362785,Acxotla del Rio,Tlaxcala,CED001,0956814026,bronze,150
Coppel,,,25.4345536,-101.0055119,Saltillo,Coahuila,CED002,0107637291,gold,150
Coppel,Coppel,,19.5259259,-96.931094,Xalapa de Enriquez,Veracruz,CED001,0737879438,silver,150
Mercado Soriana / Coppel,,,25.5345058,-103.2512891,Matamoros,Coahuila,CED002,0113641955,silver,150
Coppel,,,25.7104361,-100.261755,Guadalupe,Nuevo Leon,CED002,0776991683,bronze,150
Coppel,,,19.5316596,-101.6108986,Patzcuaro,Michoacan,CED001,0113797737,silver,150
Coppel,,,32.6518078,-115.3773836,Islas Agrarias Grupo A,Baja California,CED002,0388264820,gold,150
Coppel,Coppel,,21.9668398,-98.9997025,Ciudad Valles,San Luis Potosi,CED001,0246452324,silver,150
Coppel Tacubaya,,,19.4034393,-99.1871765,Polanco,Mexico City,CED001,0125554520,gold,150
Coppel Buenavista,,,19.4400295,-99.1549951,Cuauhtemoc,Mexico City,CED001,0904190853,silver,150
Coppel,,,20.0582583,-99.3332028,San Marcos,Hidalgo,CED001,0346142268,gold,150
Calle Blázquez Coppel,,,23.7309864,-99.1133331,Ciudad Victoria,Tamaulipas,CED002,0456907916,silver,150
Coppel,Coppel,,20.519763,-100.8102978,Celaya,Guanajuato,CED001,0371590900,gold,150
Avenida Ernesto Coppel Campaña,,,23.3508834,-106.4920372,El Habal,Sinaloa,CED002,0204534721,bronze,150
Coppel,,,23.2229577,-106.4189392,Mazatlan,Sinaloa,CED002,0624114604,gold,150
Coppel Santa Rosa,,,23.2591012,-106.4064871,Mazatlan,Sinaloa,CED002,0461644179,bronze,150
Coppel,Coppel,,25.7585896,-103.000968,San Pedro de Las Colonias,Coahuila,CED002,0392867899,gold,150
Coppel,Coppel,,24.7981244,-107.3935879,Culiacan,Sinaloa,CED002,0445281258,bronze,150
Coppel Los Mangos,,,23.2565,-106.4239956,Mazatlan,Sinaloa,CED002,0842579084,silver,150
Coppel,,,20.5484253,-100.6911389,Apaseo el Grande,Guanajuato,CED001,0708800965,silver,150
Coppel,,,25.5071337,-103.4019732,Torreon,Coahuila,CED002,0249476987,bronze,150
Coppel,Coppel,,17.9697579,-102.2105026,Ciudad Lazaro Cardenas,Michoacan,CED001,0974164700,silver,150
Coppel,Coppel,,19.4861101,-99.0498606,Gustavo A. Madero,Mexico City,CED001,0743718381,bronze,150
Coppel,Coppel,,19.4097441,-98.9282764,Santa Martha,Mexico,CED001,0623568348,gold,150
Coppel,Coppel,,17.957644,-102.1944835,Ciudad Lazaro Cardenas,Michoacan,CED001,0570215659,gold,150
Coppel,Coppel,,17.955198,-94.9195513,Acayucan,Veracruz,CED001,0335722092,gold,150
Coppel,Coppel,,19.3032459,-99.055024,Iztapalapa,Mexico City,CED001,0887423006,silver,150
COPPEL,,,28.4069643,-106.8648999,Cuauhtemoc,Chihuahua,CED002,0020429368,bronze,150
Coppel,Coppel,,24.8008331,-107.3912004,Culiacan,Sinaloa,CED002,0671584467,bronze,150
Coppel,Coppel,,21.4968646,-104.8829558,Tepic,Nayarit,CED001,0016414594,gold,150
Coppel,,,19.9575647,-99.5329371,Jilotepec de Molina Enriquez,Mexico,CED001,0258588521,silver,150
Coppel,,,19.000364,-98.2308107,Puebla,Puebla,CED001,0651108577,silver,150
Coppel,Coppel,9:30 - 20:00,19.8253799,-90.5344296,Campeche,Campeche,CED003,0734867731,bronze,150
Coppel,Coppel,,21.9857181,-99.016362,Ciudad Valles,San Luis Potosi,CED001,0929184771,silver,150
Coppel,Coppel,,20.5470222,-104.0466523,Ameca,Jalisco,CED001,0584842102,silver,150
Coppel Peralvillo,Coppel,,19.4535188,-99.1293766,Cuauhtemoc,Mexico City,CED001,0563862854,gold,150
Coppel,,,19.6475912,-99.2078219,Cuautitlan Izcalli,Mexico,CED001,0904052813,bronze,150
Coppel,,,25.3669866,-108.1534252,Angostura,Sinaloa,CED002,0229812541,silver,150
